808, August Pitts, 1906/08/12, 356 Poor House Rd., Monroe, 10950,  NY, 866 205 1044
809, Hayley Shaw, 1913/03/8, 245 Military Rd., New Windsor, 12553,  NY, 769 441 0323
810, Tianna Banks, 2008/05/3, 69 E. Lees Creek St., Jamaica, 11432,  NY, 919 288 7290
811, Conrad Huffman, 2007/03/7, 7045 Wild Rose Lane, Longwood, 32779,  FL, 218 682 6235
812, Antony Waters, 1956/04/29, 8946 Selby St., East Northport, 11731,  NY, 419 858 1669
813, Alessandra Dillon, 2008/10/26, 992 Pawnee Street, Helotes, 78023,  TX, 816 400 7640
814, Bailee Haynes, 2010/02/19, 7837 Old Creek Lane, Montgomery, 36109,  AL, 483 240 2859
815, Alexis Trujillo, 2001/11/2, 8035 Gainsway Lane, Hobart, 46342,  IN, 742 640 0510
816, Shawn Walter, 1988/06/2, 37 Henry Ave., Milwaukee, 53204,  WI, 810 286 4093
817, Gordon Nixon, 2004/02/28, 69 Eagle St., Hixson, 37343,  TN, 724 450 9050
818, Tyshawn Vazquez, 1995/02/8, 226 South Lakewood Ave., Norwalk, 6851,  CT, 692 591 0776
819, Jefferson Rojas, 1974/09/30, 380 Garfield Dr., Hephzibah, 30815,  GA, 709 700 2255
820, Josie Bautista, 1988/09/14, 75 Bridle St., Vernon Hills, 60061,  IL, 331 366 6143
821, Fernando Arias, 1999/06/30, 9497C Mayflower Street, Geneva, 60134,  IL, 615 269 6812
822, Milo Strong, 1989/12/27, 9144 Wellington Dr., Williamstown, 8094,  NJ, 883 474 4409
823, Moises Martin, 1947/12/16, 8418 Chapel Street, York, 17402,  PA, 944 861 8622
824, Jude Tyler, 1968/10/14, 666 Miles St., Winter Park, 32792,  FL, 994 641 6226
825, Jayleen Duffy, 1956/11/2, 111 Pin Oak Street, Westport, 6880,  CT, 549 356 1565
826, Arthur Richmond, 1989/03/14, 54 Pierce Drive, Westland, 48185,  MI, 699 303 3530
827, Nigel Barrera, 2009/09/26, 8580 High St., Lynchburg, 24502,  VA, 627 447 7990
828, Lawson Oneill, 1941/10/31, 8199 West Birch Hill Dr., Muskego, 53150,  WI, 487 416 6325
829, Alfonso Sawyer, 2007/10/10, 929 Catherine St., Oxon Hill, 20745,  MD, 689 715 9767
830, Marley Williamson, 1962/12/9, 932 E. Water St., Cranford, 7016,  NJ, 484 212 4477
831, Darnell Vincent, 1923/07/26, 7410 Roehampton Drive, Owensboro, 42301,  KY, 364 621 0363
832, Athena Hinton, 1931/08/23, 352 Westminster Lane, Carol Stream, 60188,  IL, 641 363 8756
833, Caylee Suarez, 1981/04/30, 9 East Court, Baltimore, 21206,  MD, 786 624 9989
834, Isabel Oneal, 1963/04/2, 8330 Princess Drive, Council Bluffs, 51501,  IA, 421 739 2789
835, Yurem Stuart, 2001/12/9, 170 Poor House St., Warren, 48089,  MI, 698 529 0629
836, Mariyah Randall, 1933/06/5, 7881 New Saddle Street, Dubuque, 52001,  IA, 845 890 4414
837, Alexis Moses, 1942/03/14, 137 Cherry Hill Road, Mcallen, 78501,  TX, 565 343 9254
838, Finn Moyer, 1938/03/11, 194 East Cedar Swamp Rd., Saratoga Springs, 12866,  NY, 578 987 9197
839, Lyric Walton, 1959/01/27, 682 W. Richardson St., Spring Hill, 34608,  FL, 897 977 2538
840, Alexis Vang, 1919/08/16, 9472 Arlington Lane, Colorado Springs, 80911,  CO, 677 757 1185
841, Karla Walsh, 1951/10/8, 8819 Hudson St., Hollis, 11423,  NY, 442 696 9765
842, Claire Best, 1921/12/6, 8579 Glenwood Ave., Philadelphia, 19111,  PA, 786 697 3429
843, Eugene Hess, 1900/01/4, 166 Cherry Lane, Stockbridge, 30281,  GA, 483 405 7182
844, Broderick Acosta, 1912/10/31, 15 Glendale Drive, Springboro, 45066,  OH, 890 588 7574
845, Aliza Blackburn, 2001/02/13, 156 Rose Lane, Alliance, 44601,  OH, 851 868 4923
846, Kaylie Gordon, 1960/12/17, 361 Vine Street, Sunnyside, 11104,  NY, 758 931 5652
847, Kendall Kemp, 1987/06/10, 56 Wild Horse Lane, Coraopolis, 15108,  PA, 816 352 4684
848, Frank Nash, 1918/09/6, 8548 Heritage Dr., Deerfield Beach, 33442,  FL, 732 825 3506
849, Miah Howard, 1999/12/15, 93 Evergreen Street, La Porte, 46350,  IN, 940 915 7964
850, Adriana Mccarthy, 1977/07/12, 4 Pine Drive, Scotch Plains, 7076,  NJ, 899 617 3357
851, Lexie Holmes, 2010/01/29, 784 Meadow Lane, Mechanicsville, 23111,  VA, 598 278 0409
852, Lana Burgess, 1997/02/25, 299 South Fremont Court, Aliquippa, 15001,  PA, 938 661 4271
853, Josiah Frank, 1913/02/7, 38 Wentworth Ave., Chester, 19013,  PA, 534 711 9928
854, Aiden Morrow, 1949/07/13, 355 2nd St., Lynn, 1902,  MA, 244 486 9681
855, London Randall, 1929/01/30, 494 Front Drive, Collierville, 38017,  TN, 842 390 2975
856, Landyn Harmon, 1910/12/4, 136 Pilgrim Street, Mountain View, 94043,  CA, 260 545 3855
857, Kyleigh Butler, 1937/11/24, 7394 Taylor Drive, Elmont, 11003,  NY, 746 242 1963
858, Martha Hernandez, 1952/10/4, 70 Ann Dr., Waltham, 2453,  MA, 206 572 3316
859, Sullivan Dickerson, 1910/01/4, 577 Ridge Dr., Danbury, 6810,  CT, 634 938 3093
860, Jaida Lozano, 1998/08/29, 32 Leatherwood Street, Huntersville, 28078,  NC, 629 641 3832
861, Yusuf Hendricks, 1946/11/3, 9668 Shady Road, Tiffin, 44883,  OH, 245 989 9983
862, Tamia Ruiz, 1928/01/13, 956 Honey Creek St., Green Cove Springs, 32043,  FL, 942 513 5362
863, Cash Mcneil, 1994/05/14, 4 East Airport Ave., Saint Johns, 32259,  FL, 700 461 2361
864, Benjamin Wall, 1937/06/3, 186 South Alton Street, San Carlos, 94070,  CA, 383 944 2410
865, Kailyn Mays, 1957/05/28, 8914 S. Windfall St., North Tonawanda, 14120,  NY, 958 463 5010
866, Belinda Duran, 1931/12/2, 80 E. Golden Star Drive, Kansas City, 64151,  MO, 390 744 3776
867, Cale Gutierrez, 1909/04/7, 9631 Canterbury Dr., Ormond Beach, 32174,  FL, 841 835 4101
868, Kallie Forbes, 1935/11/22, 76 E. Courtland St., Cincinnati, 45211,  OH, 820 620 9789
869, Blake Stanley, 1999/05/12, 758 Honey Creek St., Highland Park, 60035,  IL, 574 205 5417
870, Kendal Shields, 1998/01/19, 75 Westminster St., Parlin, 8859,  NJ, 619 462 6364
871, Jewel Briggs, 1915/03/21, 261 North Bohemia Lane, Lexington, 27292,  NC, 492 962 7003
872, Tyrell Lambert, 1964/01/5, 7847 Sycamore St., Lacey, 98503,  WA, 923 680 4073
873, Lindsey Duarte, 1963/12/6, 29 Hill Street, Cantonment, 32533,  FL, 616 363 8917
874, Karma Velez, 1940/02/25, 5 Vermont Ave., Stroudsburg, 18360,  PA, 760 637 4241
875, Silas Bullock, 1920/06/13, 533 Evergreen St., Wooster, 44691,  OH, 283 885 5564
876, Zack Barrera, 2006/08/3, 350 W. Ashley Drive, Natchez, 39120,  MS, 791 438 3237
877, Emerson Callahan, 1967/07/28, 7733 Creek Avenue, Indianapolis, 46201,  IN, 357 588 9429
878, Yair Bishop, 1956/09/5, 7779 1st Street, Easton, 18042,  PA, 239 538 6201
879, Jocelynn May, 1972/06/10, 7523 Deerfield Lane, Lebanon, 17042,  PA, 441 602 1168
880, Jovanni Mckenzie, 1961/10/29, 508 SW. Meadow St., Yorktown, 23693,  VA, 460 609 9702
881, Tiara Holt, 1930/03/24, 55 Hilldale Lane, Sylvania, 43560,  OH, 394 893 8901
882, Renee Pierce, 2008/10/14, 9121 SW. Walnut St., Maumee, 43537,  OH, 908 948 8098
883, Averie Schwartz, 1998/08/5, 779 North Anderson Ave., Greenville, 27834,  NC, 564 653 4281
884, Brynn Cohen, 1934/03/12, 327 Baker Rd., Odenton, 21113,  MD, 958 468 2602
885, Denisse Riggs, 2019/12/1, 995 Mayfair Lane, Silver Spring, 20901,  MD, 702 524 0078
886, Angelina Glover, 1941/03/7, 66 Adams Ave., Elizabeth, 7202,  NJ, 296 877 0380
887, Valeria Barnett, 1930/12/10, 32 Plymouth Court, San Angelo, 76901,  TX, 390 339 7554
888, Eliza Valdez, 1941/02/15, 7889 W. Meadow Ave., Forney, 75126,  TX, 359 914 2378
889, Gerardo Abbott, 1946/01/24, 7650 Birchpond Drive, Pataskala, 43062,  OH, 208 611 3592
890, Jacoby Benjamin, 1932/01/23, 7 Fairview Ave., Fort Washington, 20744,  MD, 619 768 1349
891, Lennon Taylor, 1941/07/9, 86 Hilldale Ave., Glendale, 85302,  AZ, 671 958 9530
892, Angela Sparks, 1916/10/2, 8242 Ramblewood Ave., Morrisville, 19067,  PA, 541 815 2378
893, Angie Sampson, 2015/08/26, 630 Purple Finch Lane, Kissimmee, 34741,  FL, 294 903 5464
894, Camryn Jones, 1948/10/19, 153 Heather Ave., Satellite Beach, 32937,  FL, 448 470 3337
895, Adyson Davila, 2002/01/10, 43 Young Street, Amsterdam, 12010,  NY, 485 296 2293
896, Amara Haas, 1906/12/29, 47 NE. Southampton St., Bountiful, 84010,  UT, 677 693 6127
897, Heidy Turner, 1993/06/3, 8349 Sage St., Manahawkin, 8050,  NJ, 406 740 3960
898, Julius Hoffman, 1946/05/20, 9801 Rock Creek St., Mcminnville, 37110,  TN, 644 995 0421
899, Bryant Dyer, 1957/02/12, 8824 St Margarets Rd., Danvers, 1923,  MA, 300 283 5587
900, Valerie Li, 2003/12/7, 588 S. Saxon St., Asbury Park, 7712,  NJ, 388 379 0599
901, Turner Fleming, 1934/02/2, 32 Magnolia Drive, Valparaiso, 46383,  IN, 739 983 3317
902, Bradley Small, 1900/04/4, 543 Vernon Dr., Royal Oak, 48067,  MI, 536 280 6919
903, Edwin Dawson, 1904/06/28, 5 Laurel Street, Elmhurst, 11373,  NY, 813 317 3148
904, Conner Zuniga, 1959/01/15, 84 Pendergast Rd., Lockport, 14094,  NY, 921 298 2835
905, Ivan Fischer, 1969/05/20, 80 Sherman Avenue, Central Islip, 11722,  NY, 330 571 8699
906, Jaxon Fitzpatrick, 1904/06/16, 578 Glen Creek Ave., Wenatchee, 98801,  WA, 283 370 1722
907, Bailee Whitney, 1980/08/8, 14 Sunnyslope St., North Canton, 44720,  OH, 679 842 5369
908, Dominique Yates, 1984/08/3, 3 E. Lawrence Dr., Euless, 76039,  TX, 358 368 2047
909, Zayne Cameron, 2006/04/15, 474 East Sulphur Springs Street, New Castle, 16101,  PA, 792 216 9923
910, Oswaldo Palmer, 1963/04/1, 78 Brewery Lane, Newnan, 30263,  GA, 297 600 3765
911, Xzavier Sawyer, 1960/05/24, 7090 Lakewood Road, Twin Falls, 83301,  ID, 448 846 4903
912, Raina Mosley, 1947/04/27, 1 Overlook St., Wadsworth, 44281,  OH, 396 622 5983
913, Adriel Hart, 1933/07/2, 5 Center St., Parsippany, 7054,  NJ, 415 343 5483
914, Derick Ray, 1926/12/5, 20 Sugar Lane, Pottstown, 19464,  PA, 382 438 3396
915, Erica Graham, 1983/12/30, 772 Annadale Dr., Old Bridge, 8857,  NJ, 306 892 9347
916, Madden Sharp, 2019/07/21, 373 Beach Court, Wayne, 7470,  NJ, 536 826 8553
917, Areli Miranda, 1924/01/10, 9854 East Adams Court, Saugus, 1906,  MA, 245 909 3628
918, Elisa Sanchez, 1947/11/6, 9678 Grand Street, Astoria, 11102,  NY, 387 313 7101
919, Hezekiah Waller, 1900/11/20, 385 Wall Rd., Morgantown, 26508,  WV, 724 915 2104
920, Annabella Bautista, 1949/03/19, 7273 Wintergreen Ave., Santa Monica, 90403,  CA, 436 697 0599
921, Aditya Maddox, 1927/06/10, 358 School Street, Ballston Spa, 12020,  NY, 988 831 8329
922, Brogan Park, 1946/11/29, 86 Leatherwood Street, Lake Zurich, 60047,  IL, 494 772 0102
923, Jaylon Haney, 1920/06/26, 215 Pearl St., Lansing, 48910,  MI, 464 946 3711
924, Riley Fritz, 2016/08/21, 508 West Thatcher Street, Harleysville, 19438,  PA, 343 538 8645
925, Adalyn Pugh, 1960/09/10, 7939 Whitemarsh St., Bluffton, 29910,  SC, 826 912 5697
926, Azaria Morgan, 1954/04/3, 649 S. Fifth Avenue, Londonderry, 3053,  NH, 580 518 9062
927, Riya Bishop, 1947/09/22, 8597 Green Lake Ave., Elizabethton, 37643,  TN, 471 374 7779
928, Hugo Carrillo, 1974/06/4, 955 Fairway Street, Bonita Springs, 34135,  FL, 809 419 6379
929, Drake Shah, 1978/09/7, 7286 Ohio Street, Johnson City, 37601,  TN, 459 322 9953
930, Rylee Carroll, 1951/04/17, 8650 Halifax Lane, Plainview, 11803,  NY, 648 475 0459
931, Maia Choi, 1973/02/26, 73 Mountainview Ave., Annapolis, 21401,  MD, 517 245 7752
932, Kale Higgins, 1971/08/19, 8183 Thorne Avenue, Naples, 34116,  FL, 581 664 8074
933, Seamus Chase, 2019/07/29, 8955 Main St., Winchester, 22601,  VA, 609 495 3105
934, Linda Waters, 1985/08/31, 964 Bellevue Street, Clemmons, 27012,  NC, 744 427 7698
935, Kimora Dean, 1996/05/17, 133 St Louis Street, Oceanside, 11572,  NY, 331 614 5841
936, Antwan Frazier, 1933/07/1, 7835 Shub Farm Street, Saint Joseph, 49085,  MI, 252 375 4924
937, Anabel Beck, 1910/10/18, 9009 S. Madison St., Shelton, 6484,  CT, 764 422 8298
938, Nathaly Ross, 1905/09/28, 53 Bay Street, Mays Landing, 8330,  NJ, 832 955 2422
939, Gustavo Aguirre, 1989/11/28, 358 White Dr., Homestead, 33030,  FL, 512 598 5693
940, Roman Norton, 1932/04/9, 9296 Willow Street, Superior, 54880,  WI, 413 932 6608
941, Anderson Walsh, 2005/07/1, 53 Rockville Street, Rockledge, 32955,  FL, 997 402 3441
942, Kole Roberson, 1907/04/19, 15 Wilson Lane, Grand Blanc, 48439,  MI, 415 556 5753
943, Tristen Murphy, 1906/05/11, 454 Beech St., Sarasota, 34231,  FL, 771 858 6014
944, Damari Savage, 1950/05/1, 7562 Summer Rd., Pittsfield, 1201,  MA, 701 770 2693
945, Libby Frost, 1973/11/13, 7784 Foster Street, Ashland, 44805,  OH, 391 860 0817
946, Haylie Hughes, 1925/06/14, 172 Silver Spear Ave., Torrington, 6790,  CT, 847 707 3507
947, Shyla Beltran, 1960/06/15, 9856 2nd Lane, Camas, 98607,  WA, 768 757 4470
948, Tyler Schultz, 1917/08/22, 96 Cemetery Street, Kenosha, 53140,  WI, 597 516 8480
949, Julissa Ellison, 1932/08/28, 842 Garfield St., Thornton, 80241,  CO, 876 863 1305
950, Edith Meyers, 1922/04/24, 36 Cottage Ave., Hamden, 6514,  CT, 358 583 1863
951, Riley Branch, 1953/11/9, 26 Rockwell Ave., Sulphur, 70663,  LA, 554 428 5411
952, Violet Monroe, 1962/12/11, 8976 School Avenue, Newington, 6111,  CT, 431 358 6424
953, Larissa Stevens, 1946/04/8, 4 Indian Summer Circle, Tullahoma, 37388,  TN, 401 617 6855
954, Maritza Parsons, 2018/08/27, 8189 High St., Urbandale, 50322,  IA, 972 731 1144
955, Ashlyn Parker, 1955/04/5, 8237 Alton Drive, Hopkins, 55343,  MN, 703 324 5257
956, Ashton Jennings, 1917/03/20, 16 Rockcrest Ave., Myrtle Beach, 29577,  SC, 657 660 7029
957, Elizabeth Adkins, 1967/10/1, 614 Queen St., Severn, 21144,  MD, 660 507 5018
958, Romeo Mcdonald, 1990/06/15, 941 James St., Matawan, 7747,  NJ, 492 684 0827
959, Esteban Colon, 1978/06/2, 1 Glendale St., Marlton, 8053,  NJ, 287 490 4907
960, Ruth Oneill, 1969/09/30, 1 High Noon St., Fitchburg, 1420,  MA, 875 779 5270
961, Roy Pace, 2018/03/12, 9554 Wayne Street, Huntington, 11743,  NY, 949 688 9256
962, Nathanael Jarvis, 1941/07/28, 4 South Circle Avenue, Teaneck, 7666,  NJ, 736 220 7896
963, Aryana Ford, 1964/03/13, 537 Taylor Lane, Bardstown, 40004,  KY, 717 867 6925
964, Alina Spence, 1980/04/7, 37 Bay Rd., Riverview, 33569,  FL, 234 713 7903
965, Alexzander Harmon, 1955/06/21, 690 Somerset Street, Westfield, 1085,  MA, 649 480 5248
966, River Ayala, 1997/12/13, 979 Ohio Court, Marlborough, 1752,  MA, 281 685 7369
967, Azul Frost, 1965/07/31, 9667 South Plumb Branch Court, Mankato, 56001,  MN, 668 885 4710
968, Reid Cobb, 1982/12/11, 421 N. Second Street, Omaha, 68107,  NE, 539 834 7188
969, Tyrell Diaz, 1972/03/16, 842 Canterbury Ave., Amarillo, 79106,  TX, 822 450 9449
970, Kyson Torres, 1927/11/20, 7996 North Blue Spring Ave., Stamford, 6902,  CT, 374 618 2240
971, Aubree Mckay, 1940/11/12, 579 Bowman Ave., Bristol, 6010,  CT, 830 272 1497
972, Alivia Farmer, 1975/04/19, 587 N. Glen Creek St., Zionsville, 46077,  IN, 729 367 5998
973, Zayne Valentine, 1931/07/3, 730 Halifax Street, Chesterton, 46304,  IN, 367 417 1569
974, Haleigh Mills, 2003/02/25, 9710 Pendergast Dr., Dothan, 36301,  AL, 827 753 8522
975, Miles Faulkner, 1978/04/27, 9611 S. Wild Rose Avenue, Fullerton, 92831,  CA, 377 396 5683
976, Keira Zavala, 1946/11/19, 187 Wild Rose Dr., Barrington, 60010,  IL, 478 444 6347
977, Josiah Myers, 2000/08/1, 50 Orchard Street, Ann Arbor, 48103,  MI, 978 889 5525
978, Angelina Cooley, 2019/12/28, 9134 East Proctor St., Middletown, 6457,  CT, 333 750 3984
979, Rowan Osborne, 1996/03/30, 72 Evergreen Street, Tualatin, 97062,  OR, 581 551 1785
980, Myah Yoder, 1909/08/10, 52 Piper Ave., Kaukauna, 54130,  WI, 747 378 5160
981, Aidyn Chan, 1981/05/9, 7882 Marconi Street, Palm Bay, 32907,  FL, 885 561 1361
982, Adrien Harper, 2008/08/29, 9481 E. Applegate Drive, Sun City, 85351,  AZ, 279 840 5627
983, Anika Hoffman, 1976/12/12, 883 N. Alderwood Court, Taunton, 2780,  MA, 792 361 0162
984, Brenden Stanton, 1953/11/10, 42 Wagon St., Easley, 29640,  SC, 477 356 1088
985, Jimena Chambers, 1923/06/22, 151 E. Academy Ave., Venice, 34293,  FL, 745 325 2542
986, Fernanda Dickerson, 1960/10/13, 1 Theatre Court, Deltona, 32725,  FL, 840 969 4993
987, Alessandro Larsen, 1942/04/23, 8901 Henry St., Fort Wayne, 46804,  IN, 359 687 5683
988, Lorena Farley, 1983/05/8, 289 Ohio St., Concord, 3301,  NH, 296 261 9180
989, Aubrie Barr, 2013/05/4, 8729 South Carson Court, Niceville, 32578,  FL, 422 303 8994
990, Kevin Patel, 1984/06/26, 7924 Hall St., Honolulu, 96815,  HI, 280 718 6026
991, Jose Hines, 1977/07/29, 8956 Fawn Ave., Kokomo, 46901,  IN, 312 231 1591
992, Jeremy Bean, 1900/02/19, 897 Whitemarsh Drive, Lititz, 17543,  PA, 666 540 4393
993, Emerson Duffy, 1938/03/10, 178 Orchard St., Mchenry, 60050,  IL, 955 565 0648
994, Jerimiah Chandler, 1991/05/11, 400 Riverside Lane, Basking Ridge, 7920,  NJ, 700 578 7922
995, Gillian Reese, 1906/10/26, 3 East Arch Ave., Alpharetta, 30004,  GA, 221 221 9926
996, Kolton Riley, 1910/10/21, 870 Marshall Street, Mundelein, 60060,  IL, 293 274 2602
997, Fiona Barnett, 1927/06/20, 61 State St., Noblesville, 46060,  IN, 743 571 0756
998, Aurora Werner, 1951/10/31, 8623 Rockcrest Rd., West Fargo, 58078,  ND, 620 391 6791
999, Evan Chandler, 1958/06/26, 1 Cedar Court, Schenectady, 12302,  NY, 553 774 0024
1000, Monica Holmes, 1902/05/4, 44 Columbia Ave., West Bloomfield, 48322,  MI, 359 550 2341
